% 'Vsh'	'Por'	'Vp_b'	'Vs_b'	'Rhob_b'	'Vp_o'	'Vs_o'	'Rhob_o'	'Z_TVD'  
   1.8460000e-01   3.0610000e-01   2.6658765e+03   1.2662338e+03   2.1480000e+00   2.4153438e+03   1.2834600e+03   2.0907000e+00   2.2002500e+03
   1.9490000e-01   3.0570000e-01   2.6516458e+03   1.2540356e+03   2.1474000e+00   2.3985066e+03   1.2710057e+03   2.0904000e+00   2.2003750e+03
   1.9640000e-01   3.1180000e-01   2.6087905e+03   1.2201625e+03   2.1367000e+00   2.3473838e+03   1.2372490e+03   2.0781000e+00   2.2005000e+03
   1.5860000e-01   3.2650000e-01   2.5231804e+03   1.1531973e+03   2.1151000e+00   2.2430708e+03   1.1705557e+03   2.0527000e+00   2.2006250e+03
   1.8350000e-01   3.3950000e-01   2.4247756e+03   1.0717898e+03   2.0951000e+00   2.1260183e+03   1.0884968e+03   2.0313000e+00   2.2007500e+03
   2.5670000e-01   3.4380000e-01   2.3492261e+03   1.0048065e+03   2.0888000e+00   2.0635442e+03   1.0191306e+03   2.0311000e+00   2.2008750e+03
   3.4600000e-01   3.3590000e-01   2.2969170e+03   9.5496850e+02   2.1015000e+00   2.1055620e+03   9.6375490e+02   2.0650000e+00   2.2010000e+03
   4.1870000e-01   3.1580000e-01   2.2527324e+03   9.1320670e+02   2.1325000e+00   2.2527324e+03   9.1320670e+02   2.1325000e+00   2.2011250e+03
   4.9620000e-01   2.8770000e-01   2.2889924e+03   9.3612710e+02   2.1790000e+00   2.2889924e+03   9.3612710e+02   2.1790000e+00   2.2012500e+03
   5.6470000e-01   2.6470000e-01   2.3770691e+03   1.0004987e+03   2.2182000e+00   2.3770691e+03   1.0004987e+03   2.2182000e+00   2.2013750e+03
   6.1370000e-01   2.5150000e-01   2.4701379e+03   1.0695702e+03   2.2396000e+00   2.4701379e+03   1.0695702e+03   2.2396000e+00   2.2015000e+03
   6.4650000e-01   2.4720000e-01   2.5417839e+03   1.1227832e+03   2.2453000e+00   2.5417839e+03   1.1227832e+03   2.2453000e+00   2.2016250e+03
   6.6440000e-01   2.4870000e-01   2.5784885e+03   1.1497795e+03   2.2412000e+00   2.5784885e+03   1.1497795e+03   2.2412000e+00   2.2017500e+03
   6.5880000e-01   2.5250000e-01   2.5826140e+03   1.1527581e+03   2.2348000e+00   2.5826140e+03   1.1527581e+03   2.2348000e+00   2.2018750e+03
   6.5050000e-01   2.5580000e-01   2.5575930e+03   1.1329240e+03   2.2294000e+00   2.5575930e+03   1.1329240e+03   2.2294000e+00   2.2020000e+03
   6.7510000e-01   2.5880000e-01   2.5117380e+03   1.0942471e+03   2.2247000e+00   2.5117380e+03   1.0942471e+03   2.2247000e+00   2.2021250e+03
   7.3270000e-01   2.6170000e-01   2.4472234e+03   1.0390392e+03   2.2201000e+00   2.4472234e+03   1.0390392e+03   2.2201000e+00   2.2022500e+03
   7.9340000e-01   2.6470000e-01   2.3715374e+03   9.7502190e+02   2.2152000e+00   2.3715374e+03   9.7502190e+02   2.2152000e+00   2.2023750e+03
   8.2140000e-01   2.6790000e-01   2.2955159e+03   9.1275790e+02   2.2100000e+00   2.2955159e+03   9.1275790e+02   2.2100000e+00   2.2025000e+03
   8.2720000e-01   2.7130000e-01   2.2333809e+03   8.6356670e+02   2.2044000e+00   2.2333809e+03   8.6356670e+02   2.2044000e+00   2.2026250e+03
   8.2020000e-01   2.7390000e-01   2.2028145e+03   8.4021020e+02   2.1999000e+00   2.2028145e+03   8.4021020e+02   2.1999000e+00   2.2027500e+03
   8.0290000e-01   2.7500000e-01   2.2003108e+03   8.3967100e+02   2.1981000e+00   2.2003108e+03   8.3967100e+02   2.1981000e+00   2.2028750e+03
   7.7520000e-01   2.7490000e-01   2.2222173e+03   8.5913150e+02   2.1986000e+00   2.2222173e+03   8.5913150e+02   2.1986000e+00   2.2030000e+03
   7.3750000e-01   2.7450000e-01   2.2630237e+03   8.9425850e+02   2.1995000e+00   2.2630237e+03   8.9425850e+02   2.1995000e+00   2.2031250e+03
   6.9120000e-01   2.7520000e-01   2.3163755e+03   9.3995050e+02   2.1984000e+00   2.3163755e+03   9.3995050e+02   2.1984000e+00   2.2032500e+03
   6.3680000e-01   2.7790000e-01   2.3841694e+03   9.9778590e+02   2.1938000e+00   2.3841694e+03   9.9778590e+02   2.1938000e+00   2.2033750e+03
   5.7890000e-01   2.8020000e-01   2.4694946e+03   1.0700209e+03   2.1896000e+00   2.4694946e+03   1.0700209e+03   2.1896000e+00   2.2035000e+03
   5.2080000e-01   2.8060000e-01   2.5636282e+03   1.1496190e+03   2.1887000e+00   2.5636282e+03   1.1496190e+03   2.1887000e+00   2.2036250e+03
   4.6800000e-01   2.7890000e-01   2.6556809e+03   1.2275208e+03   2.1918000e+00   2.6556809e+03   1.2275208e+03   2.1918000e+00   2.2037500e+03
   4.2640000e-01   2.7500000e-01   2.7337004e+03   1.2936830e+03   2.1984000e+00   2.7337004e+03   1.2936830e+03   2.1984000e+00   2.2038750e+03
   4.0150000e-01   2.6930000e-01   2.7837041e+03   1.3363809e+03   2.2076000e+00   2.7837041e+03   1.3363809e+03   2.2076000e+00   2.2040000e+03
   3.8990000e-01   2.6190000e-01   2.7978682e+03   1.3494790e+03   2.2197000e+00   2.6757620e+03   1.3559995e+03   2.1985000e+00   2.2041250e+03
   3.8340000e-01   2.5360000e-01   2.8083035e+03   1.3590093e+03   2.2329000e+00   2.6187346e+03   1.3687687e+03   2.2012000e+00   2.2042500e+03
   3.8040000e-01   2.4660000e-01   2.8284612e+03   1.3756649e+03   2.2436000e+00   2.6200015e+03   1.3862145e+03   2.2096000e+00   2.2043750e+03
   3.8060000e-01   2.4330000e-01   2.8618491e+03   1.4021595e+03   2.2479000e+00   2.6599780e+03   1.4127004e+03   2.2145000e+00   2.2045000e+03
   3.8470000e-01   2.4600000e-01   2.9016282e+03   1.4329548e+03   2.2427000e+00   2.7164878e+03   1.4435728e+03   2.2098000e+00   2.2046250e+03
   3.9390000e-01   2.5680000e-01   2.9265317e+03   1.4509677e+03   2.2266000e+00   2.8448833e+03   1.4559142e+03   2.2114000e+00   2.2047500e+03
   4.0860000e-01   2.6760000e-01   2.9132554e+03   1.4380564e+03   2.2085000e+00   2.8929028e+03   1.4393207e+03   2.2047000e+00   2.2048750e+03
   4.3100000e-01   2.7420000e-01   2.8587607e+03   1.3920354e+03   2.1975000e+00   2.8587607e+03   1.3920354e+03   2.1975000e+00   2.2050000e+03
   4.6180000e-01   2.7520000e-01   2.7730342e+03   1.3210111e+03   2.1965000e+00   2.7730342e+03   1.3210111e+03   2.1965000e+00   2.2051250e+03
   4.9940000e-01   2.7110000e-01   2.6755576e+03   1.2406332e+03   2.2043000e+00   2.6755576e+03   1.2406332e+03   2.2043000e+00   2.2052500e+03
   5.3810000e-01   2.6410000e-01   2.5964338e+03   1.1750183e+03   2.2161000e+00   2.5964338e+03   1.1750183e+03   2.2161000e+00   2.2053750e+03
   5.6980000e-01   2.5770000e-01   2.5622480e+03   1.1455332e+03   2.2265000e+00   2.5622480e+03   1.1455332e+03   2.2265000e+00   2.2055000e+03
   5.9160000e-01   2.5220000e-01   2.5671177e+03   1.1476244e+03   2.2353000e+00   2.5671177e+03   1.1476244e+03   2.2353000e+00   2.2056250e+03
   6.0090000e-01   2.4750000e-01   2.6083816e+03   1.1793713e+03   2.2430000e+00   2.6083816e+03   1.1793713e+03   2.2430000e+00   2.2057500e+03
   5.9820000e-01   2.4360000e-01   2.6762820e+03   1.2330803e+03   2.2493000e+00   2.6762820e+03   1.2330803e+03   2.2493000e+00   2.2058750e+03
   5.8610000e-01   2.4120000e-01   2.7552759e+03   1.2963270e+03   2.2531000e+00   2.7552759e+03   1.2963270e+03   2.2531000e+00   2.2060000e+03
   5.6800000e-01   2.4120000e-01   2.8282258e+03   1.3554441e+03   2.2528000e+00   2.8282258e+03   1.3554441e+03   2.2528000e+00   2.2061250e+03
   5.4650000e-01   2.4180000e-01   2.8792202e+03   1.3975490e+03   2.2512000e+00   2.8792202e+03   1.3975490e+03   2.2512000e+00   2.2062500e+03
   5.2990000e-01   2.4110000e-01   2.9036255e+03   1.4186013e+03   2.2522000e+00   2.9036255e+03   1.4186013e+03   2.2522000e+00   2.2063750e+03
   5.1740000e-01   2.3880000e-01   2.9000742e+03   1.4175284e+03   2.2562000e+00   2.9000742e+03   1.4175284e+03   2.2562000e+00   2.2065000e+03
   5.0470000e-01   2.3550000e-01   2.8736506e+03   1.3985033e+03   2.2621000e+00   2.8736506e+03   1.3985033e+03   2.2621000e+00   2.2066250e+03
   4.8620000e-01   2.3260000e-01   2.8377141e+03   1.3723650e+03   2.2667000e+00   2.8377141e+03   1.3723650e+03   2.2667000e+00   2.2067500e+03
   4.6430000e-01   2.3260000e-01   2.8072593e+03   1.3505978e+03   2.2670000e+00   2.8072593e+03   1.3505978e+03   2.2670000e+00   2.2068750e+03
   4.4470000e-01   2.3460000e-01   2.7856929e+03   1.3354369e+03   2.2639000e+00   2.7856929e+03   1.3354369e+03   2.2639000e+00   2.2070000e+03
   4.3250000e-01   2.3780000e-01   2.7776836e+03   1.3302482e+03   2.2585000e+00   2.7776836e+03   1.3302482e+03   2.2585000e+00   2.2071250e+03
   4.2710000e-01   2.4160000e-01   2.7832056e+03   1.3351454e+03   2.2522000e+00   2.7832056e+03   1.3351454e+03   2.2522000e+00   2.2072500e+03
   4.2310000e-01   2.4520000e-01   2.7985359e+03   1.3476472e+03   2.2464000e+00   2.7985359e+03   1.3476472e+03   2.2464000e+00   2.2073750e+03
   4.1240000e-01   2.4900000e-01   2.8163057e+03   1.3626553e+03   2.2405000e+00   2.8163057e+03   1.3626553e+03   2.2405000e+00   2.2075000e+03
   3.9340000e-01   2.5410000e-01   2.8285320e+03   1.3740332e+03   2.2328000e+00   2.8285320e+03   1.3740332e+03   2.2328000e+00   2.2076250e+03
   3.7050000e-01   2.6170000e-01   2.8352390e+03   1.3813223e+03   2.2203000e+00   2.7254011e+03   1.3881924e+03   2.1986000e+00   2.2077500e+03
   3.4870000e-01   2.7160000e-01   2.8366079e+03   1.3842587e+03   2.2042000e+00   2.6371143e+03   1.3973340e+03   2.1632000e+00   2.2078750e+03
   3.3100000e-01   2.8250000e-01   2.8337483e+03   1.3834747e+03   2.1871000e+00   2.6362344e+03   1.3977074e+03   2.1428000e+00   2.2080000e+03
   3.1750000e-01   2.9250000e-01   2.8288611e+03   1.3807250e+03   2.1719000e+00   2.6331360e+03   1.3959510e+03   2.1248000e+00   2.2081250e+03
   3.0700000e-01   2.9830000e-01   2.8238555e+03   1.3779998e+03   2.1622000e+00   2.6281943e+03   1.3939231e+03   2.1131000e+00   2.2082500e+03
   2.8850000e-01   3.0030000e-01   2.8212454e+03   1.3774719e+03   2.1586000e+00   2.6240305e+03   1.3938231e+03   2.1082000e+00   2.2083750e+03
   2.7980000e-01   2.9870000e-01   2.8223833e+03   1.3793418e+03   2.1608000e+00   2.6233992e+03   1.3957280e+03   2.1104000e+00   2.2085000e+03
   2.8380000e-01   2.9400000e-01   2.8276741e+03   1.3835474e+03   2.1684000e+00   2.6274399e+03   1.3995474e+03   2.1192000e+00   2.2086250e+03
   2.9550000e-01   2.8660000e-01   2.8365771e+03   1.3896635e+03   2.1806000e+00   2.6358262e+03   1.4049070e+03   2.1335000e+00   2.2087500e+03
   3.1200000e-01   2.7670000e-01   2.8474490e+03   1.3967019e+03   2.1962000e+00   2.6466021e+03   1.4109098e+03   2.1522000e+00   2.2088750e+03
   3.3890000e-01   2.6600000e-01   2.8561587e+03   1.4011155e+03   2.2129000e+00   2.6563318e+03   1.4140748e+03   2.1726000e+00   2.2090000e+03
   3.7140000e-01   2.5680000e-01   2.8583149e+03   1.3997917e+03   2.2285000e+00   2.7726389e+03   1.4051917e+03   2.2116000e+00   2.2091250e+03
   4.0410000e-01   2.5000000e-01   2.8517683e+03   1.3914412e+03   2.2398000e+00   2.8517683e+03   1.3914412e+03   2.2398000e+00   2.2092500e+03
   4.3310000e-01   2.4610000e-01   2.8365869e+03   1.3764639e+03   2.2456000e+00   2.8365869e+03   1.3764639e+03   2.2456000e+00   2.2093750e+03
   4.5710000e-01   2.4510000e-01   2.8152468e+03   1.3570200e+03   2.2467000e+00   2.8152468e+03   1.3570200e+03   2.2467000e+00   2.2095000e+03
   4.7510000e-01   2.4800000e-01   2.7935593e+03   1.3377950e+03   2.2421000e+00   2.7935593e+03   1.3377950e+03   2.2421000e+00   2.2096250e+03
   4.8740000e-01   2.5290000e-01   2.7862122e+03   1.3303312e+03   2.2339000e+00   2.7862122e+03   1.3303312e+03   2.2339000e+00   2.2097500e+03
   4.9440000e-01   2.5770000e-01   2.7750068e+03   1.3204080e+03   2.2258000e+00   2.7750068e+03   1.3204080e+03   2.2258000e+00   2.2098750e+03
   4.9600000e-01   2.6130000e-01   2.7430200e+03   1.2948358e+03   2.2200000e+00   2.7430200e+03   1.2948358e+03   2.2200000e+00   2.2100000e+03
   4.9180000e-01   2.6280000e-01   2.6817002e+03   1.2469906e+03   2.2179000e+00   2.6817002e+03   1.2469906e+03   2.2179000e+00   2.2101250e+03
   4.8040000e-01   2.6140000e-01   2.6038711e+03   1.1870662e+03   2.2202000e+00   2.6038711e+03   1.1870662e+03   2.2202000e+00   2.2102500e+03
   4.6010000e-01   2.5700000e-01   2.5507959e+03   1.1475475e+03   2.2278000e+00   2.5507959e+03   1.1475475e+03   2.2278000e+00   2.2103750e+03
   4.3490000e-01   2.5300000e-01   2.5282058e+03   1.1324331e+03   2.2352000e+00   2.5282058e+03   1.1324331e+03   2.2352000e+00   2.2105000e+03
   4.0830000e-01   2.5200000e-01   2.5363093e+03   1.1415336e+03   2.2371000e+00   2.5148682e+03   1.1423547e+03   2.2341000e+00   2.2106250e+03
   3.8170000e-01   2.5500000e-01   2.5758396e+03   1.1754742e+03   2.2314000e+00   2.4758494e+03   1.1795492e+03   2.2167000e+00   2.2107500e+03
   3.5230000e-01   2.6170000e-01   2.6474780e+03   1.2352462e+03   2.2195000e+00   2.3913811e+03   1.2462933e+03   2.1804000e+00   2.2108750e+03
   3.0270000e-01   2.7030000e-01   2.7417751e+03   1.3142482e+03   2.2065000e+00   2.5079214e+03   1.3273009e+03   2.1635000e+00   2.2110000e+03
   2.6760000e-01   2.7710000e-01   2.7921003e+03   1.3572656e+03   2.1954000e+00   2.5703516e+03   1.3717803e+03   2.1493000e+00   2.2111250e+03
   2.6450000e-01   2.8240000e-01   2.7958928e+03   1.3605437e+03   2.1868000e+00   2.5779019e+03   1.3755944e+03   2.1392000e+00   2.2112500e+03
   2.8610000e-01   2.8670000e-01   2.7661936e+03   1.3348667e+03   2.1798000e+00   2.5464678e+03   1.3497130e+03   2.1321000e+00   2.2113750e+03
   3.1570000e-01   2.9060000e-01   2.7220183e+03   1.2967852e+03   2.1736000e+00   2.4979377e+03   1.3111111e+03   2.1263000e+00   2.2115000e+03
   3.3330000e-01   2.9440000e-01   2.6815195e+03   1.2627932e+03   2.1676000e+00   2.4519666e+03   1.2767915e+03   2.1203000e+00   2.2116250e+03
   3.2300000e-01   2.9740000e-01   2.6827747e+03   1.2645886e+03   2.1630000e+00   2.4538191e+03   1.2789620e+03   2.1146000e+00   2.2117500e+03
   2.9810000e-01   2.9820000e-01   2.7370073e+03   1.3100189e+03   2.1615000e+00   2.5187720e+03   1.3253412e+03   2.1118000e+00   2.2118750e+03
   2.7150000e-01   2.9610000e-01   2.8155730e+03   1.3752570e+03   2.1647000e+00   2.6115227e+03   1.3915720e+03   2.1143000e+00   2.2120000e+03
   2.5180000e-01   2.9140000e-01   2.8922632e+03   1.4387084e+03   2.1721000e+00   2.7005520e+03   1.4557201e+03   2.1216000e+00   2.2121250e+03
   2.4170000e-01   2.8550000e-01   2.9487566e+03   1.4855007e+03   2.1806000e+00   2.7646411e+03   1.5028378e+03   2.1306000e+00   2.2122500e+03
   2.2660000e-01   2.8270000e-01   2.9835693e+03   1.5152262e+03   2.1845000e+00   2.8033623e+03   1.5329795e+03   2.1342000e+00   2.2123750e+03
   2.0410000e-01   2.8580000e-01   3.0089751e+03   1.5380956e+03   2.1802000e+00   2.8328052e+03   1.5567856e+03   2.1282000e+00   2.2125000e+03
   1.7790000e-01   2.9280000e-01   3.0287087e+03   1.5568607e+03   2.1698000e+00   2.8572109e+03   1.5769009e+03   2.1150000e+00   2.2126250e+03
   1.5080000e-01   3.0110000e-01   3.0418347e+03   1.5703510e+03   2.1571000e+00   2.8745486e+03   1.5918353e+03   2.0993000e+00   2.2127500e+03
   1.2850000e-01   3.0820000e-01   3.0468582e+03   1.5767150e+03   2.1466000e+00   2.8820640e+03   1.5993256e+03   2.0863000e+00   2.2128750e+03
   1.2230000e-01   3.1130000e-01   3.0428850e+03   1.5743350e+03   2.1423000e+00   2.8780491e+03   1.5973180e+03   2.0811000e+00   2.2130000e+03
   1.3390000e-01   3.0810000e-01   3.0347178e+03   1.5666908e+03   2.1462000e+00   2.8678047e+03   1.5891367e+03   2.0860000e+00   2.2131250e+03
   1.4820000e-01   3.0350000e-01   3.0275854e+03   1.5593909e+03   2.1530000e+00   2.8582803e+03   1.5810529e+03   2.0944000e+00   2.2132500e+03
   1.6240000e-01   2.9930000e-01   3.0208337e+03   1.5523934e+03   2.1594000e+00   2.8494182e+03   1.5733123e+03   2.1023000e+00   2.2133750e+03
   1.7340000e-01   2.9680000e-01   3.0132034e+03   1.5450530e+03   2.1632000e+00   2.8400322e+03   1.5654395e+03   2.1073000e+00   2.2135000e+03
   1.7850000e-01   2.9630000e-01   3.0033254e+03   1.5364764e+03   2.1640000e+00   2.8284543e+03   1.5565938e+03   2.1085000e+00   2.2136250e+03
   1.7900000e-01   2.9730000e-01   2.9903113e+03   1.5259050e+03   2.1628000e+00   2.8132468e+03   1.5459320e+03   2.1071000e+00   2.2137500e+03
   1.7880000e-01   2.9810000e-01   2.9769292e+03   1.5152507e+03   2.1616000e+00   2.7973184e+03   1.5352134e+03   2.1058000e+00   2.2138750e+03
   1.7730000e-01   2.9810000e-01   2.9645469e+03   1.5053643e+03   2.1615000e+00   2.7822458e+03   1.5252032e+03   2.1056000e+00   2.2140000e+03
   1.8100000e-01   2.9750000e-01   2.9521545e+03   1.4948676e+03   2.1624000e+00   2.7674219e+03   1.5144205e+03   2.1070000e+00   2.2141250e+03
   1.9390000e-01   2.9650000e-01   2.9388723e+03   1.4827920e+03   2.1640000e+00   2.7522400e+03   1.5018718e+03   2.1094000e+00   2.2142500e+03
   2.1520000e-01   2.9550000e-01   2.9246113e+03   1.4693419e+03   2.1655000e+00   2.7366040e+03   1.4878517e+03   2.1120000e+00   2.2143750e+03
   2.2510000e-01   2.9500000e-01   2.9102065e+03   1.4566232e+03   2.1664000e+00   2.7200544e+03   1.4747349e+03   2.1135000e+00   2.2145000e+03
   2.2680000e-01   2.9470000e-01   2.8961165e+03   1.4450612e+03   2.1668000e+00   2.7029692e+03   1.4629531e+03   2.1142000e+00   2.2146250e+03
   2.2530000e-01   2.9500000e-01   2.8811230e+03   1.4332313e+03   2.1664000e+00   2.6845093e+03   1.4510200e+03   2.1136000e+00   2.2147500e+03
   2.2250000e-01   2.9610000e-01   2.8648257e+03   1.4205470e+03   2.1645000e+00   2.6646477e+03   1.4383250e+03   2.1114000e+00   2.2148750e+03
   2.1900000e-01   2.9820000e-01   2.8478442e+03   1.4073502e+03   2.1613000e+00   2.6443713e+03   1.4251953e+03   2.1075000e+00   2.2150000e+03
   2.1590000e-01   3.0060000e-01   2.8330176e+03   1.3958557e+03   2.1577000e+00   2.6269182e+03   1.4138108e+03   2.1032000e+00   2.2151250e+03
   2.1250000e-01   3.0220000e-01   2.8203450e+03   1.3865267e+03   2.1551000e+00   2.6111147e+03   1.4046161e+03   2.1000000e+00   2.2152500e+03
   1.9550000e-01   3.0310000e-01   2.8065815e+03   1.3773630e+03   2.1536000e+00   2.5922341e+03   1.3956793e+03   2.0974000e+00   2.2153750e+03
   1.7330000e-01   3.0390000e-01   2.7908274e+03   1.3670179e+03   2.1522000e+00   2.5701814e+03   1.3855862e+03   2.0949000e+00   2.2155000e+03
   1.5710000e-01   3.0480000e-01   2.7756445e+03   1.3565994e+03   2.1509000e+00   2.5494507e+03   1.3753408e+03   2.0927000e+00   2.2156250e+03
   1.5620000e-01   3.0550000e-01   2.7666782e+03   1.3496244e+03   2.1500000e+00   2.5382600e+03   1.3683450e+03   2.0916000e+00   2.2157500e+03
   1.7050000e-01   3.0480000e-01   2.7673340e+03   1.3485880e+03   2.1512000e+00   2.5406008e+03   1.3670067e+03   2.0936000e+00   2.2158750e+03
   1.9300000e-01   3.0270000e-01   2.7763157e+03   1.3535505e+03   2.1543000e+00   2.5535452e+03   1.3715540e+03   2.0981000e+00   2.2160000e+03
   2.1000000e-01   3.0060000e-01   2.7910525e+03   1.3632732e+03   2.1574000e+00   2.5734475e+03   1.3809407e+03   2.1026000e+00   2.2161250e+03
   2.2480000e-01   2.9930000e-01   2.8068306e+03   1.3736727e+03   2.1597000e+00   2.5951804e+03   1.3910389e+03   2.1061000e+00   2.2162500e+03
   2.4800000e-01   2.9860000e-01   2.8197708e+03   1.3808434e+03   2.1613000e+00   2.6148850e+03   1.3977614e+03   2.1093000e+00   2.2163750e+03
   2.9480000e-01   2.9680000e-01   2.8303716e+03   1.3840557e+03   2.1652000e+00   2.6337544e+03   1.4000416e+03   2.1160000e+00   2.2165000e+03
   3.5610000e-01   2.8940000e-01   2.8439202e+03   1.3885955e+03   2.1754000e+00   2.7629434e+03   1.3951208e+03   2.1553000e+00   2.2166250e+03
   4.0530000e-01   2.7850000e-01   2.8720527e+03   1.4063341e+03   2.1940000e+00   2.8525959e+03   1.4078878e+03   2.1892000e+00   2.2167500e+03
   4.2340000e-01   2.6860000e-01   2.9134094e+03   1.4374087e+03   2.2111000e+00   2.9134094e+03   1.4374087e+03   2.2111000e+00   2.2168750e+03
   4.1160000e-01   2.6380000e-01   2.9603015e+03   1.4755707e+03   2.2184000e+00   2.9449822e+03   1.4769576e+03   2.2145000e+00   2.2170000e+03
   3.8660000e-01   2.6700000e-01   3.0007363e+03   1.5101996e+03   2.2112000e+00   2.9318145e+03   1.5165273e+03   2.1932000e+00   2.2171250e+03
   3.4990000e-01   2.7840000e-01   3.0200034e+03   1.5299181e+03   2.1924000e+00   2.8738740e+03   1.5443583e+03   2.1517000e+00   2.2172500e+03
   2.7770000e-01   2.9150000e-01   3.0064380e+03   1.5266107e+03   2.1721000e+00   2.8432437e+03   1.5442457e+03   2.1228000e+00   2.2173750e+03
   2.0350000e-01   3.0140000e-01   2.9731675e+03   1.5078889e+03   2.1565000e+00   2.7991296e+03   1.5274163e+03   2.1017000e+00   2.2175000e+03
   1.5660000e-01   3.0600000e-01   2.9388613e+03   1.4861630e+03   2.1491000e+00   2.7537620e+03   1.5067035e+03   2.0909000e+00   2.2176250e+03
   1.4580000e-01   3.0530000e-01   2.9169890e+03   1.4711115e+03   2.1504000e+00   2.7238560e+03   1.4917234e+03   2.0914000e+00   2.2177500e+03
   1.4070000e-01   3.0100000e-01   2.9060679e+03   1.4632051e+03   2.1568000e+00   2.7069797e+03   1.4834386e+03   2.0984000e+00   2.2178750e+03
   1.4050000e-01   2.9660000e-01   2.9025203e+03   1.4603971e+03   2.1635000e+00   2.6998184e+03   1.4801936e+03   2.1061000e+00   2.2180000e+03
   1.4840000e-01   2.9410000e-01   2.8990354e+03   1.4568827e+03   2.1676000e+00   2.6947051e+03   1.4762861e+03   2.1110000e+00   2.2181250e+03
   1.5820000e-01   2.9350000e-01   2.8920688e+03   1.4502231e+03   2.1688000e+00   2.6868550e+03   1.4693059e+03   2.1128000e+00   2.2182500e+03
   1.6780000e-01   2.9380000e-01   2.8832571e+03   1.4418817e+03   2.1686000e+00   2.6775781e+03   1.4606763e+03   2.1131000e+00   2.2183750e+03
   1.7920000e-01   2.9370000e-01   2.8772185e+03   1.4354025e+03   2.1692000e+00   2.6718962e+03   1.4538361e+03   2.1145000e+00   2.2185000e+03
   2.0370000e-01   2.9140000e-01   2.8762273e+03   1.4316617e+03   2.1729000e+00   2.6729507e+03   1.4493995e+03   2.1201000e+00   2.2186250e+03
   2.4300000e-01   2.8680000e-01   2.8727812e+03   1.4248274e+03   2.1799000e+00   2.6715122e+03   1.4414846e+03   2.1298000e+00   2.2187500e+03
   2.7900000e-01   2.8150000e-01   2.8447458e+03   1.3985636e+03   2.1881000e+00   2.6393840e+03   1.4138848e+03   2.1410000e+00   2.2188750e+03
   3.1080000e-01   2.7680000e-01   2.7902732e+03   1.3517844e+03   2.1955000e+00   2.5742209e+03   1.3656931e+03   2.1510000e+00   2.2190000e+03
   3.3950000e-01   2.7350000e-01   2.7151614e+03   1.2892426e+03   2.2002000e+00   2.4831628e+03   1.3018425e+03   2.1579000e+00   2.2191250e+03
   3.6410000e-01   2.7260000e-01   2.6311560e+03   1.2202841e+03   2.2012000e+00   2.3805320e+03   1.2318270e+03   2.1601000e+00   2.2192500e+03
   3.7300000e-01   2.7570000e-01   2.5602349e+03   1.1631034e+03   2.1967000e+00   2.2925674e+03   1.1741675e+03   2.1555000e+00   2.2193750e+03
   3.6820000e-01   2.8100000e-01   2.5310527e+03   1.1401506e+03   2.1886000e+00   2.2571672e+03   1.1513859e+03   2.1461000e+00   2.2195000e+03
   3.5280000e-01   2.8780000e-01   2.5556890e+03   1.1609708e+03   2.1779000e+00   2.2902642e+03   1.1731077e+03   2.1332000e+00   2.2196250e+03
   3.2640000e-01   2.9520000e-01   2.6220730e+03   1.2160188e+03   2.1664000e+00   2.3754001e+03   1.2296508e+03   2.1188000e+00   2.2197500e+03
   2.9010000e-01   3.0190000e-01   2.7036035e+03   1.2839618e+03   2.1563000e+00   2.4774014e+03   1.2993488e+03   2.1056000e+00   2.2198750e+03
   2.6060000e-01   3.0570000e-01   2.7711687e+03   1.3403401e+03   2.1506000e+00   2.5603562e+03   1.3571129e+03   2.0978000e+00   2.2200000e+03
   2.5980000e-01   3.0520000e-01   2.8044153e+03   1.3673879e+03   2.1507000e+00   2.6008967e+03   1.3845808e+03   2.0976000e+00   2.2201250e+03
   2.6380000e-01   3.0270000e-01   2.8156006e+03   1.3762722e+03   2.1543000e+00   2.6135759e+03   1.3933705e+03   2.1018000e+00   2.2202500e+03
   2.6140000e-01   2.9950000e-01   2.8145051e+03   1.3759911e+03   2.1591000e+00   2.6097654e+03   1.3928989e+03   2.1070000e+00   2.2203750e+03
   2.4710000e-01   2.9690000e-01   2.8100493e+03   1.3742162e+03   2.1630000e+00   2.6004768e+03   1.3911327e+03   2.1107000e+00   2.2205000e+03
   2.2150000e-01   2.9590000e-01   2.8089463e+03   1.3759738e+03   2.1647000e+00   2.5949187e+03   1.3931909e+03   2.1115000e+00   2.2206250e+03
   2.0240000e-01   2.9610000e-01   2.8119460e+03   1.3804143e+03   2.1646000e+00   2.5959634e+03   1.3979861e+03   2.1105000e+00   2.2207500e+03
   1.9810000e-01   2.9620000e-01   2.8167212e+03   1.3848458e+03   2.1645000e+00   2.6011624e+03   1.4025724e+03   2.1101000e+00   2.2208750e+03
   2.0250000e-01   2.9620000e-01   2.8223906e+03   1.3891516e+03   2.1645000e+00   2.6085225e+03   1.4069020e+03   2.1102000e+00   2.2210000e+03
   2.0640000e-01   2.9630000e-01   2.8283376e+03   1.3936683e+03   2.1643000e+00   2.6163132e+03   1.4114546e+03   2.1101000e+00   2.2211250e+03
   2.0180000e-01   2.9680000e-01   2.8340879e+03   1.3986906e+03   2.1636000e+00   2.6231816e+03   1.4166423e+03   2.1092000e+00   2.2212500e+03
